timestamp,fps
2024-10-11 10:59:54 UTC,30.000000
2024-10-11 10:59:55 UTC,30.000000
2024-10-11 10:59:56 UTC,30.000000
2024-10-11 10:59:57 UTC,30.000000
2024-10-11 10:59:58 UTC,30.000000
2024-10-11 10:59:59 UTC,30.000000
2024-10-11 11:00:00 UTC,30.000000
2024-10-11 11:00:01 UTC,30.000000
2024-10-11 11:00:02 UTC,30.000000
2024-10-11 11:00:03 UTC,30.000000
2024-10-11 11:00:04 UTC,30.000000
2024-10-11 11:00:05 UTC,30.000000
2024-10-11 11:00:06 UTC,30.000000
2024-10-11 11:00:07 UTC,30.000000
2024-10-11 11:00:08 UTC,30.000000
2024-10-11 11:00:09 UTC,30.000000
2024-10-11 11:00:10 UTC,30.000000
2024-10-11 11:00:11 UTC,30.000000
2024-10-11 11:00:12 UTC,30.000000
2024-10-11 11:00:13 UTC,30.000000
2024-10-11 11:00:14 UTC,30.000000
2024-10-11 11:00:15 UTC,30.000000
2024-10-11 11:00:16 UTC,30.000000
2024-10-11 11:00:17 UTC,30.000000
2024-10-11 11:00:18 UTC,30.000000
2024-10-11 11:00:19 UTC,30.000000
2024-10-11 11:00:20 UTC,30.000000
2024-10-11 11:00:21 UTC,30.000000
2024-10-11 11:00:22 UTC,30.000000
2024-10-11 11:00:23 UTC,30.000000
2024-10-11 11:00:24 UTC,30.000000
2024-10-11 11:00:25 UTC,30.000000
2024-10-11 11:00:26 UTC,30.000000
2024-10-11 11:00:27 UTC,30.000000
2024-10-11 11:00:28 UTC,30.000000
2024-10-11 11:00:29 UTC,30.000000
2024-10-11 11:00:30 UTC,30.000000
2024-10-11 11:00:31 UTC,30.000000
2024-10-11 11:00:32 UTC,30.000000
2024-10-11 11:00:33 UTC,30.000000
2024-10-11 11:00:34 UTC,30.000000
2024-10-11 11:00:35 UTC,30.000000
2024-10-11 11:00:36 UTC,30.000000
2024-10-11 11:00:37 UTC,30.000000
2024-10-11 11:00:38 UTC,30.000000
2024-10-11 11:00:39 UTC,30.000000
2024-10-11 11:00:40 UTC,30.000000
2024-10-11 11:00:41 UTC,30.000000
2024-10-11 11:00:42 UTC,30.000000
2024-10-11 11:00:43 UTC,30.000000
2024-10-11 11:00:44 UTC,30.000000
2024-10-11 11:00:45 UTC,30.000000
2024-10-11 11:00:46 UTC,30.000000
2024-10-11 11:00:47 UTC,30.000000
2024-10-11 11:00:48 UTC,30.000000
2024-10-11 11:00:49 UTC,30.000000
2024-10-11 11:00:50 UTC,30.000000
2024-10-11 11:00:51 UTC,30.000000
2024-10-11 11:00:52 UTC,30.000000
2024-10-11 11:00:53 UTC,30.000000
