switch,regression_tree_WritesAvg_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_nmae,time_to_train_random_forest_s,
SWC1,0.11255778252994639,0.0008454322814941406,0.0932032061944803,0.0008454322814941406,
SWC4,0.08984614435507357,0.0007569789886474609,0.09676201304990807,0.0007569789886474609,
SWA4,0.08984614435507357,0.0008530616760253906,0.09676201304990807,0.0008530616760253906,
SWC3,0.08984614435507357,0.0007157325744628906,0.09676201304990807,0.0007157325744628906,
SWC4,0.08984614435507357,0.0006787776947021484,0.09676201304990832,0.0006787776947021484,
SWA4,0.08984614435507357,0.0009424686431884766,0.09676201304990832,0.0009424686431884766,
SWC2,0.08984614435507357,0.0006406307220458984,0.09676201304990832,0.0006406307220458984,
SWC1,0.11255778252994639,0.0007145404815673828,0.09320320619448029,0.0007145404815673828,
SWA1,0.149773515564943,0.0011086463928222656,0.14644434679091786,0.0011086463928222656,
SWA5,0.21955725163628906,0.0008611679077148438,0.1646048299732952,0.0008611679077148438,
SWC4,0.08984614435507357,0.0009546279907226562,0.09676201304990807,0.0009546279907226562,
SWC3,0.08984614435507357,0.0009791851043701172,0.09676201304990807,0.0009791851043701172,
SWC2,0.08984614435507357,0.0008409023284912109,0.09676201304990807,0.0008409023284912109,
SWA1,0.149773515564943,0.0009050369262695312,0.14644434679091792,0.0009050369262695312,
SWA5,0.21955725163628906,0.0008921623229980469,0.1646048299732952,0.0008921623229980469,
SWA2,0.08331904079174156,0.0010685920715332031,0.11120878087006328,0.0010685920715332031,
SWA6,0.08984614435507357,0.0007765293121337891,0.09676201304990807,0.0007765293121337891,
SWA1,0.149773515564943,0.0008237361907958984,0.1464443467909179,0.0008237361907958984,
SWC4,0.08984614435507357,0.0009739398956298828,0.09676201304990807,0.0009739398956298828,
SWC3,0.08984614435507357,0.000804901123046875,0.09676201304990795,0.000804901123046875,
SWA2,0.08331904079174156,0.0009083747863769531,0.11120878087006325,0.0009083747863769531,
SWA6,0.08984614435507357,0.0007090568542480469,0.09676201304990807,0.0007090568542480469,
SWA3,0.08984614435507357,0.0009469985961914062,0.09676201304990807,0.0009469985961914062,
SWB1,0.06779748671377996,0.0009665489196777344,0.06681000965854487,0.0009665489196777344,
SWA2,0.08331904079174156,0.0009732246398925781,0.11120878087006322,0.0009732246398925781,
SWC4,0.08984614435507357,0.0008499622344970703,0.09676201304990807,0.0008499622344970703,
SWA1,0.149773515564943,0.0010576248168945312,0.1464443467909179,0.0010576248168945312,
SWA3,0.08984614435507357,0.000720977783203125,0.09676201304990807,0.000720977783203125,
SWB1,0.06779748671377996,0.0011289119720458984,0.06681000965854487,0.0011289119720458984,
SWA4,0.08984614435507357,0.001005411148071289,0.09676201304990807,0.001005411148071289,
SWB2,0.043894416149919485,0.0009670257568359375,0.07183440656442056,0.0009670257568359375,
SWA3,0.08984614435507357,0.0008606910705566406,0.09676201304990832,0.0008606910705566406,
SWA1,0.149773515564943,0.0008778572082519531,0.14644434679091775,0.0008778572082519531,
SWA2,0.08331904079174156,0.0008957386016845703,0.1112087808700633,0.0008957386016845703,
SWA4,0.08984614435507357,0.0008065700531005859,0.09676201304990807,0.0008065700531005859,
SWB2,0.043894416149919485,0.000926971435546875,0.0718344065644206,0.000926971435546875,
SWA5,0.21955725163628906,0.0008051395416259766,0.1646048299732952,0.0008051395416259766,
SWB3,0.08009744835035826,0.0009706020355224609,0.10733859069988504,0.0009706020355224609,
SWA4,0.08984614435507357,0.0008637905120849609,0.09676201304990832,0.0008637905120849609,
SWA2,0.08331904079174156,0.0009677410125732422,0.11120878087006335,0.0009677410125732422,
SWA3,0.08984614435507357,0.0009675025939941406,0.09676201304990807,0.0009675025939941406,
SWA5,0.21955725163628906,0.0009148120880126953,0.1646048299732952,0.0009148120880126953,
SWA6,0.08984614435507357,0.0008511543273925781,0.09676201304990845,0.0008511543273925781,
SWB3,0.08009744835035826,0.0009140968322753906,0.107338590699885,0.0009140968322753906,
SWB4,0.04885244282666836,0.0008158683776855469,0.04141415738820162,0.0008158683776855469,
SWA5,0.21955725163628906,0.0010783672332763672,0.1646048299732952,0.0010783672332763672,
SWA3,0.08984614435507357,0.0006875991821289062,0.09676201304990845,0.0006875991821289062,
SWA4,0.08984614435507357,0.0007355213165283203,0.09676201304990807,0.0007355213165283203,
SWA6,0.08984614435507357,0.000978231430053711,0.09676201304990807,0.000978231430053711,
SWB1,0.06779748671377996,0.0009987354278564453,0.0668100096585449,0.0009987354278564453,
SWA6,0.08984614435507357,0.0007815361022949219,0.09676201304990807,0.0007815361022949219,
SWB4,0.04885244282666836,0.001005411148071289,0.04141415738820162,0.001005411148071289,
SWA4,0.08984614435507357,0.0008857250213623047,0.09676201304990832,0.0008857250213623047,
SWB1,0.06779748671377996,0.0009446144104003906,0.06681000965854493,0.0009446144104003906,
SWA5,0.21955725163628906,0.0009567737579345703,0.1646048299732952,0.0009567737579345703,
SWB1,0.06779748671377996,0.0009996891021728516,0.06681000965854494,0.0009996891021728516,
SWB2,0.043894416149919485,0.0008792877197265625,0.07183440656442058,0.0008792877197265625,
SWA6,0.08984614435507357,0.0008394718170166016,0.09676201304990807,0.0008394718170166016,
SWA5,0.21955725163628906,0.0008862018585205078,0.1646048299732952,0.0008862018585205078,
SWB2,0.043894416149919485,0.0008611679077148438,0.07183440656442056,0.0008611679077148438,
SWB2,0.043894416149919485,0.0008494853973388672,0.07183440656442054,0.0008494853973388672,
SWB3,0.08009744835035826,0.0008828639984130859,0.10733859069988504,0.0008828639984130859,
SWA6,0.08984614435507357,0.0009317398071289062,0.09676201304990795,0.0009317398071289062,
SWB1,0.06779748671377996,0.0010962486267089844,0.06681000965854485,0.0010962486267089844,
SWB3,0.08009744835035826,0.0008065700531005859,0.10733859069988497,0.0008065700531005859,
SWB3,0.08009744835035826,0.0009088516235351562,0.107338590699885,0.0009088516235351562,
SWB4,0.04885244282666836,0.0009090900421142578,0.04141415738820164,0.0009090900421142578,
SWB1,0.06779748671377996,0.0008587837219238281,0.06681000965854485,0.0008587837219238281,
SWB2,0.043894416149919485,0.0008797645568847656,0.07183440656442064,0.0008797645568847656,
SWB4,0.04885244282666836,0.0009639263153076172,0.04141415738820162,0.0009639263153076172,
SWB4,0.04885244282666836,0.0009143352508544922,0.0414141573882016,0.0009143352508544922,
SWB2,0.043894416149919485,0.0010101795196533203,0.07183440656442061,0.0010101795196533203,
SWB3,0.08009744835035826,0.0009946823120117188,0.10733859069988497,0.0009946823120117188,
SWB3,0.08009744835035826,0.0010027885437011719,0.10733859069988504,0.0010027885437011719,
SWB4,0.04885244282666836,0.0010292530059814453,0.0414141573882016,0.0010292530059814453,
SWB4,0.04885244282666836,0.0009653568267822266,0.0414141573882017,0.0009653568267822266,
